name,field,branches,cutoff,category,location,Year
Sir Parshurambhau Junior College Pune,Junior College,Arts,71%,OBC,Pune Maharashtra,2025
Sir Parshurambhau Junior College Pune,Junior College,Arts,67%,SC,Pune Maharashtra,2025
Sir Parshurambhau Junior College Pune,Junior College,Arts,64%,ST,Pune Maharashtra,2025
Ramdeobaba Junior College,Junior College,Science,90%,General,Nagpur Maharashtra,2025
Ramdeobaba Junior College,Junior College,Science,86%,OBC,Nagpur Maharashtra,2025
Ramdeobaba Junior College,Junior College,Science,82%,SC,Nagpur Maharashtra,2025
Ramdeobaba Junior College,Junior College,Science,79%,ST,Nagpur Maharashtra,2025
KJ Somaiya Junior College Vidyavihar,Junior College,Science,95%,General,Mumbai Maharashtra,2025
KJ Somaiya Junior College Vidyavihar,Junior College,Science,91%,OBC,Mumbai Maharashtra,2025
KJ Somaiya Junior College Vidyavihar,Junior College,Science,87%,SC,Mumbai Maharashtra,2025
KJ Somaiya Junior College Vidyavihar,Junior College,Science,84%,ST,Mumbai Maharashtra,2025
KJ Somaiya Junior College Vidyavihar,Junior College,Commerce,91%,General,Mumbai Maharashtra,2025
KJ Somaiya Junior College Vidyavihar,Junior College,Commerce,87%,OBC,Mumbai Maharashtra,2025
KJ Somaiya Junior College Vidyavihar,Junior College,Commerce,83%,SC,Mumbai Maharashtra,2025
KJ Somaiya Junior College Vidyavihar,Junior College,Commerce,80%,ST,Mumbai Maharashtra,2025
KJ Somaiya Junior College Vidyavihar,Junior College,Arts,79%,General,Mumbai Maharashtra,2025
KJ Somaiya Junior College Vidyavihar,Junior College,Arts,75%,OBC,Mumbai Maharashtra,2025
KJ Somaiya Junior College Vidyavihar,Junior College,Arts,71%,SC,Mumbai Maharashtra,2025
KJ Somaiya Junior College Vidyavihar,Junior College,Arts,68%,ST,Mumbai Maharashtra,2025
Fergusson Junior College,Junior College,Science,94%,General,Pune Maharashtra,2025
Fergusson Junior College,Junior College,Science,90%,OBC,Pune Maharashtra,2025
Fergusson Junior College,Junior College,Science,86%,SC,Pune Maharashtra,2025
Fergusson Junior College,Junior College,Science,83%,ST,Pune Maharashtra,2025
Modern Junior College,Junior College,Science,92%,General,Pune Maharashtra,2025
Modern Junior College,Junior College,Science,88%,OBC,Pune Maharashtra,2025
Modern Junior College,Junior College,Science,84%,SC,Pune Maharashtra,2025
Modern Junior College,Junior College,Science,81%,ST,Pune Maharashtra,2025
St Xavier’s Junior College,Junior College,Science,95%,General,Mumbai Maharashtra,2025
St Xavier’s Junior College,Junior College,Science,91%,OBC,Mumbai Maharashtra,2025
St Xavier’s Junior College,Junior College,Science,87%,SC,Mumbai Maharashtra,2025
St Xavier’s Junior College,Junior College,Science,84%,ST,Mumbai Maharashtra,2025
St Xavier’s Junior College,Junior College,Commerce,91%,General,Mumbai Maharashtra,2025
St Xavier’s Junior College,Junior College,Commerce,87%,OBC,Mumbai Maharashtra,2025
St Xavier’s Junior College,Junior College,Commerce,83%,SC,Mumbai Maharashtra,2025
St Xavier’s Junior College,Junior College,Commerce,80%,ST,Mumbai Maharashtra,2025
Ruia Junior College,Junior College,Science,94%,General,Mumbai Maharashtra,2025
Ruia Junior College,Junior College,Science,90%,OBC,Mumbai Maharashtra,2025
Ruia Junior College,Junior College,Science,86%,SC,Mumbai Maharashtra,2025
Ruia Junior College,Junior College,Science,83%,ST,Mumbai Maharashtra,2025
Lokmanya Tilak Junior College,Junior College,Science,85%,General,Ratnagiri Maharashtra,2025
Lokmanya Tilak Junior College,Junior College,Science,81%,OBC,Ratnagiri Maharashtra,2025
Lokmanya Tilak Junior College,Junior College,Science,77%,SC,Ratnagiri Maharashtra,2025
Lokmanya Tilak Junior College,Junior College,Science,74%,ST,Ratnagiri Maharashtra,2025
Lokmanya Tilak Junior College,Junior College,Commerce,80%,General,Ratnagiri Maharashtra,2025
Lokmanya Tilak Junior College,Junior College,Commerce,76%,OBC,Ratnagiri Maharashtra,2025
Lokmanya Tilak Junior College,Junior College,Commerce,72%,SC,Ratnagiri Maharashtra,2025
Lokmanya Tilak Junior College,Junior College,Commerce,69%,ST,Ratnagiri Maharashtra,2025
Lokmanya Tilak Junior College,Junior College,Arts,72%,General,Ratnagiri Maharashtra,2025
Lokmanya Tilak Junior College,Junior College,Arts,68%,OBC,Ratnagiri Maharashtra,2025
Lokmanya Tilak Junior College,Junior College,Arts,64%,SC,Ratnagiri Maharashtra,2025
Lokmanya Tilak Junior College,Junior College,Arts,61%,ST,Ratnagiri Maharashtra,2025
Gandhi Natha Rangji Junior College,Junior College,Science,78%,General,Washim Maharashtra,2025
Gandhi Natha Rangji Junior College,Junior College,Science,74%,OBC,Washim Maharashtra,2025
Gandhi Natha Rangji Junior College,Junior College,Science,70%,SC,Washim Maharashtra,2025
Gandhi Natha Rangji Junior College,Junior College,Science,67%,ST,Washim Maharashtra,2025
Gandhi Natha Rangji Junior College,Junior College,Commerce,73%,General,Washim Maharashtra,2025
Gandhi Natha Rangji Junior College,Junior College,Commerce,69%,OBC,Washim Maharashtra,2025
Gandhi Natha Rangji Junior College,Junior College,Commerce,65%,SC,Washim Maharashtra,2025
Gandhi Natha Rangji Junior College,Junior College,Commerce,62%,ST,Washim Maharashtra,2025
Gandhi Natha Rangji Junior College,Junior College,Arts,66%,General,Washim Maharashtra,2025
Gandhi Natha Rangji Junior College,Junior College,Arts,62%,OBC,Washim Maharashtra,2025
Gandhi Natha Rangji Junior College,Junior College,Arts,58%,SC,Washim Maharashtra,2025
Gandhi Natha Rangji Junior College,Junior College,Arts,55%,ST,Washim Maharashtra,2025
Mahatma Gandhi Junior College,Junior College,Science,80%,General,Beed Maharashtra,2025
Mahatma Gandhi Junior College,Junior College,Science,76%,OBC,Beed Maharashtra,2025
Mahatma Gandhi Junior College,Junior College,Science,72%,SC,Beed Maharashtra,2025
Mahatma Gandhi Junior College,Junior College,Science,69%,ST,Beed Maharashtra,2025
Mahatma Gandhi Junior College,Junior College,Commerce,75%,General,Beed Maharashtra,2025
Mahatma Gandhi Junior College,Junior College,Commerce,71%,OBC,Beed Maharashtra,2025
Mahatma Gandhi Junior College,Junior College,Commerce,67%,SC,Beed Maharashtra,2025
Mahatma Gandhi Junior College,Junior College,Commerce,64%,ST,Beed Maharashtra,2025
Mahatma Gandhi Junior College,Junior College,Arts,68%,General,Beed Maharashtra,2025
Mahatma Gandhi Junior College,Junior College,Arts,64%,OBC,Beed Maharashtra,2025
Mahatma Gandhi Junior College,Junior College,Arts,60%,SC,Beed Maharashtra,2025
Mahatma Gandhi Junior College,Junior College,Arts,57%,ST,Beed Maharashtra,2025
New Arts Science & Commerce Junior College,Junior College,Science,83%,General,Jalgaon Maharashtra,2025
New Arts Science & Commerce Junior College,Junior College,Science,79%,OBC,Jalgaon Maharashtra,2025
New Arts Science & Commerce Junior College,Junior College,Science,75%,SC,Jalgaon Maharashtra,2025
New Arts Science & Commerce Junior College,Junior College,Science,72%,ST,Jalgaon Maharashtra,2025
New Arts Science & Commerce Junior College,Junior College,Commerce,78%,General,Jalgaon Maharashtra,2025
New Arts Science & Commerce Junior College,Junior College,Commerce,74%,OBC,Jalgaon Maharashtra,2025
New Arts Science & Commerce Junior College,Junior College,Commerce,70%,SC,Jalgaon Maharashtra,2025
New Arts Science & Commerce Junior College,Junior College,Commerce,67%,ST,Jalgaon Maharashtra,2025
New Arts Science & Commerce Junior College,Junior College,Arts,69%,General,Jalgaon Maharashtra,2025
New Arts Science & Commerce Junior College,Junior College,Arts,65%,OBC,Jalgaon Maharashtra,2025
New Arts Science & Commerce Junior College,Junior College,Arts,61%,SC,Jalgaon Maharashtra,2025
New Arts Science & Commerce Junior College,Junior College,Arts,58%,ST,Jalgaon Maharashtra,2025
Shri Shivaji Junior College,Junior College,Science,86%,General,Amravati Maharashtra,2025
Shri Shivaji Junior College,Junior College,Science,82%,OBC,Amravati Maharashtra,2025
Shri Shivaji Junior College,Junior College,Science,78%,SC,Amravati Maharashtra,2025
Shri Shivaji Junior College,Junior College,Science,75%,ST,Amravati Maharashtra,2025
Shri Shivaji Junior College,Junior College,Commerce,81%,General,Amravati Maharashtra,2025
Shri Shivaji Junior College,Junior College,Commerce,77%,OBC,Amravati Maharashtra,2025
Shri Shivaji Junior College,Junior College,Commerce,73%,SC,Amravati Maharashtra,2025
Shri Shivaji Junior College,Junior College,Commerce,70%,ST,Amravati Maharashtra,2025
Shri Shivaji Junior College,Junior College,Arts,72%,General,Amravati Maharashtra,2025
Shri Shivaji Junior College,Junior College,Arts,68%,OBC,Amravati Maharashtra,2025
Shri Shivaji Junior College,Junior College,Arts,64%,SC,Amravati Maharashtra,2025
Shri Shivaji Junior College,Junior College,Arts,61%,ST,Amravati Maharashtra,2025
Vartak Junior College Vasai,Junior College,Science,88%,General,Palghar Maharashtra,2025
Vartak Junior College Vasai,Junior College,Science,84%,OBC,Palghar Maharashtra,2025
Vartak Junior College Vasai,Junior College,Science,80%,SC,Palghar Maharashtra,2025
Vartak Junior College Vasai,Junior College,Science,77%,ST,Palghar Maharashtra,2025
Vartak Junior College Vasai,Junior College,Commerce,83%,General,Palghar Maharashtra,2025
Vartak Junior College Vasai,Junior College,Commerce,79%,OBC,Palghar Maharashtra,2025
Vartak Junior College Vasai,Junior College,Commerce,75%,SC,Palghar Maharashtra,2025
Vartak Junior College Vasai,Junior College,Commerce,72%,ST,Palghar Maharashtra,2025
Vartak Junior College Vasai,Junior College,Arts,71%,General,Palghar Maharashtra,2025
Vartak Junior College Vasai,Junior College,Arts,67%,OBC,Palghar Maharashtra,2025
Vartak Junior College Vasai,Junior College,Arts,63%,SC,Palghar Maharashtra,2025
Vartak Junior College Vasai,Junior College,Arts,60%,ST,Palghar Maharashtra,2025
St Joseph’s Junior College Kalina,Junior College,Science,90%,General,Mumbai Maharashtra,2025
St Joseph’s Junior College Kalina,Junior College,Science,86%,OBC,Mumbai Maharashtra,2025
St Joseph’s Junior College Kalina,Junior College,Science,82%,SC,Mumbai Maharashtra,2025
St Joseph’s Junior College Kalina,Junior College,Science,79%,ST,Mumbai Maharashtra,2025
St Joseph’s Junior College Kalina,Junior College,Commerce,85%,General,Mumbai Maharashtra,2025
St Joseph’s Junior College Kalina,Junior College,Commerce,81%,OBC,Mumbai Maharashtra,2025
St Joseph’s Junior College Kalina,Junior College,Commerce,77%,SC,Mumbai Maharashtra,2025
St Joseph’s Junior College Kalina,Junior College,Commerce,74%,ST,Mumbai Maharashtra,2025
St Joseph’s Junior College Kalina,Junior College,Arts,73%,General,Mumbai Maharashtra,2025
St Joseph’s Junior College Kalina,Junior College,Arts,69%,OBC,Mumbai Maharashtra,2025
St Joseph’s Junior College Kalina,Junior College,Arts,65%,SC,Mumbai Maharashtra,2025
St Joseph’s Junior College Kalina,Junior College,Arts,62%,ST,Mumbai Maharashtra,2025
Modern Junior College Nashik,Junior College,Science,84%,General,Nashik Maharashtra,2025
Modern Junior College Nashik,Junior College,Science,80%,OBC,Nashik Maharashtra,2025
Modern Junior College Nashik,Junior College,Science,76%,SC,Nashik Maharashtra,2025
Modern Junior College Nashik,Junior College,Science,73%,ST,Nashik Maharashtra,2025
Modern Junior College Nashik,Junior College,Commerce,79%,General,Nashik Maharashtra,2025
Modern Junior College Nashik,Junior College,Commerce,75%,OBC,Nashik Maharashtra,2025
Modern Junior College Nashik,Junior College,Commerce,71%,SC,Nashik Maharashtra,2025
Modern Junior College Nashik,Junior College,Commerce,68%,ST,Nashik Maharashtra,2025
Modern Junior College Nashik,Junior College,Arts,67%,General,Nashik Maharashtra,2025
Modern Junior College Nashik,Junior College,Arts,63%,OBC,Nashik Maharashtra,2025
Modern Junior College Nashik,Junior College,Arts,59%,SC,Nashik Maharashtra,2025
Modern Junior College Nashik,Junior College,Arts,56%,ST,Nashik Maharashtra,2025
Zilla Parishad Junior College Solapur,Junior College,Science,72%,General,Solapur Maharashtra,2025
Zilla Parishad Junior College Solapur,Junior College,Science,68%,OBC,Solapur Maharashtra,2025
Zilla Parishad Junior College Solapur,Junior College,Science,64%,SC,Solapur Maharashtra,2025
Zilla Parishad Junior College Solapur,Junior College,Science,61%,ST,Solapur Maharashtra,2025
Zilla Parishad Junior College Solapur,Junior College,Commerce,67%,General,Solapur Maharashtra,2025
Zilla Parishad Junior College Solapur,Junior College,Commerce,63%,OBC,Solapur Maharashtra,2025
Zilla Parishad Junior College Solapur,Junior College,Commerce,59%,SC,Solapur Maharashtra,2025
Zilla Parishad Junior College Solapur,Junior College,Commerce,56%,ST,Solapur Maharashtra,2025
Zilla Parishad Junior College Solapur,Junior College,Arts,60%,General,Solapur Maharashtra,2025
Zilla Parishad Junior College Solapur,Junior College,Arts,56%,OBC,Solapur Maharashtra,2025
Zilla Parishad Junior College Solapur,Junior College,Arts,52%,SC,Solapur Maharashtra,2025
Zilla Parishad Junior College Solapur,Junior College,Arts,49%,ST,Solapur Maharashtra,2025
DG Ruparel Junior College,Junior College,Science,93%,General,Mumbai Maharashtra,2025
DG Ruparel Junior College,Junior College,Science,89%,OBC,Mumbai Maharashtra,2025
DG Ruparel Junior College,Junior College,Science,85%,SC,Mumbai Maharashtra,2025
DG Ruparel Junior College,Junior College,Science,82%,ST,Mumbai Maharashtra,2025
DG Ruparel Junior College,Junior College,Commerce,88%,General,Mumbai Maharashtra,2025
DG Ruparel Junior College,Junior College,Commerce,84%,OBC,Mumbai Maharashtra,2025
DG Ruparel Junior College,Junior College,Commerce,80%,SC,Mumbai Maharashtra,2025
DG Ruparel Junior College,Junior College,Commerce,77%,ST,Mumbai Maharashtra,2025
DG Ruparel Junior College,Junior College,Arts,75%,General,Mumbai Maharashtra,2025
DG Ruparel Junior College,Junior College,Arts,71%,OBC,Mumbai Maharashtra,2025
DG Ruparel Junior College,Junior College,Arts,67%,SC,Mumbai Maharashtra,2025
DG Ruparel Junior College,Junior College,Arts,64%,ST,Mumbai Maharashtra,2025
Vivekanand Junior College Chembur,Junior College,Science,90%,General,Mumbai Maharashtra,2025
Vivekanand Junior College Chembur,Junior College,Science,86%,OBC,Mumbai Maharashtra,2025
Vivekanand Junior College Chembur,Junior College,Science,82%,SC,Mumbai Maharashtra,2025
Vivekanand Junior College Chembur,Junior College,Science,79%,ST,Mumbai Maharashtra,2025
Vivekanand Junior College Chembur,Junior College,Commerce,86%,General,Mumbai Maharashtra,2025
Vivekanand Junior College Chembur,Junior College,Commerce,82%,OBC,Mumbai Maharashtra,2025
Vivekanand Junior College Chembur,Junior College,Commerce,78%,SC,Mumbai Maharashtra,2025
Vivekanand Junior College Chembur,Junior College,Commerce,75%,ST,Mumbai Maharashtra,2025
Vivekanand Junior College Chembur,Junior College,Arts,74%,General,Mumbai Maharashtra,2025
Vivekanand Junior College Chembur,Junior College,Arts,70%,OBC,Mumbai Maharashtra,2025
Vivekanand Junior College Chembur,Junior College,Arts,66%,SC,Mumbai Maharashtra,2025
Vivekanand Junior College Chembur,Junior College,Arts,63%,ST,Mumbai Maharashtra,2025
New English Junior College Kolhapur,Junior College,Science,80%,General,Kolhapur Maharashtra,2025
New English Junior College Kolhapur,Junior College,Science,76%,OBC,Kolhapur Maharashtra,2025
New English Junior College Kolhapur,Junior College,Science,72%,SC,Kolhapur Maharashtra,2025
New English Junior College Kolhapur,Junior College,Science,69%,ST,Kolhapur Maharashtra,2025
New English Junior College Kolhapur,Junior College,Commerce,75%,General,Kolhapur Maharashtra,2025
New English Junior College Kolhapur,Junior College,Commerce,71%,OBC,Kolhapur Maharashtra,2025
New English Junior College Kolhapur,Junior College,Commerce,67%,SC,Kolhapur Maharashtra,2025
New English Junior College Kolhapur,Junior College,Commerce,64%,ST,Kolhapur Maharashtra,2025
New English Junior College Kolhapur,Junior College,Arts,66%,General,Kolhapur Maharashtra,2025
New English Junior College Kolhapur,Junior College,Arts,62%,OBC,Kolhapur Maharashtra,2025
New English Junior College Kolhapur,Junior College,Arts,58%,SC,Kolhapur Maharashtra,2025
New English Junior College Kolhapur,Junior College,Arts,55%,ST,Kolhapur Maharashtra,2025
St Thomas Junior College Vasai,Junior College,Science,82%,General,Palghar Maharashtra,2025
St Thomas Junior College Vasai,Junior College,Science,78%,OBC,Palghar Maharashtra,2025
St Thomas Junior College Vasai,Junior College,Science,74%,SC,Palghar Maharashtra,2025
St Thomas Junior College Vasai,Junior College,Science,71%,ST,Palghar Maharashtra,2025
St Thomas Junior College Vasai,Junior College,Commerce,77%,General,Palghar Maharashtra,2025
St Thomas Junior College Vasai,Junior College,Commerce,73%,OBC,Palghar Maharashtra,2025
St Thomas Junior College Vasai,Junior College,Commerce,69%,SC,Palghar Maharashtra,2025
St Thomas Junior College Vasai,Junior College,Commerce,66%,ST,Palghar Maharashtra,2025
St Thomas Junior College Vasai,Junior College,Arts,68%,General,Palghar Maharashtra,2025
St Thomas Junior College Vasai,Junior College,Arts,64%,OBC,Palghar Maharashtra,2025
St Thomas Junior College Vasai,Junior College,Arts,60%,SC,Palghar Maharashtra,2025
St Thomas Junior College Vasai,Junior College,Arts,57%,ST,Palghar Maharashtra,2025
N G Acharya Junior College Chembur,Junior College,Science,88%,General,Mumbai Maharashtra,2025
N G Acharya Junior College Chembur,Junior College,Science,84%,OBC,Mumbai Maharashtra,2025
N G Acharya Junior College Chembur,Junior College,Science,80%,SC,Mumbai Maharashtra,2025
N G Acharya Junior College Chembur,Junior College,Science,77%,ST,Mumbai Maharashtra,2025
N G Acharya Junior College Chembur,Junior College,Commerce,83%,General,Mumbai Maharashtra,2025
N G Acharya Junior College Chembur,Junior College,Commerce,79%,OBC,Mumbai Maharashtra,2025
N G Acharya Junior College Chembur,Junior College,Commerce,75%,SC,Mumbai Maharashtra,2025
N G Acharya Junior College Chembur,Junior College,Commerce,72%,ST,Mumbai Maharashtra,2025
N G Acharya Junior College Chembur,Junior College,Arts,70%,General,Mumbai Maharashtra,2025
N G Acharya Junior College Chembur,Junior College,Arts,66%,OBC,Mumbai Maharashtra,2025
N G Acharya Junior College Chembur,Junior College,Arts,62%,SC,Mumbai Maharashtra,2025
N G Acharya Junior College Chembur,Junior College,Arts,59%,ST,Mumbai Maharashtra,2025
Bhavan’s Junior College Andheri,Junior College,Science,91%,General,Mumbai Maharashtra,2025
Bhavan’s Junior College Andheri,Junior College,Science,87%,OBC,Mumbai Maharashtra,2025
Bhavan’s Junior College Andheri,Junior College,Science,83%,SC,Mumbai Maharashtra,2025
Bhavan’s Junior College Andheri,Junior College,Science,80%,ST,Mumbai Maharashtra,2025
